"Y","E1","E2","E3","E4","E5","E6","E7","E8","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30"
7431.06154769269,3.49885060630125,4.51046470135187,4.91164885474163,6.17911646218017,3.43091482810037,5.44359724538549,5.55184454010933,6.67304980653511,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4472.78383708901,5.38762449477529,7.31653041008371,3.16950790695503,5.3535415177266,5.98602996619628,3.94391550570543,3.2751925100312,5.4313266502816,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
8306.45541208322,4.68026202915343,5.34014566694329,6.50962812099826,3.95407852583385,4.50052298732211,4.9979465595472,4.49810996226112,5.75411158992078,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
10138.2650114743,6.10642134902277,4.45179100283375,4.83187851607904,5.37809361532882,4.05446721357526,7.11100396789957,6.24971344859455,6.33869806459175,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1
4095.73689827584,6.87352212878151,3.80311926550272,3.46766746997742,4.6938767609645,5.96489985095579,4.02912200603181,4.98059277204421,4.12203930862958,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
5092.60758989536,4.71524606044214,5.23997275046062,4.01181914927614,3.83264726067027,5.79937507866438,6.03111566846787,6.47530352961098,5.5493625508868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12304.2342714743,6.69833522464807,4.6853293893936,5.20854946630381,5.70434323394437,6.00186953036,6.00957449600522,5.82964887778156,5.74331195131171,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
4281.0208305706,4.91593664700781,4.74680170532789,4.56437540539413,3.68007047226774,4.53211872060945,6.48445393828125,5.65029569680458,4.3980146358306,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8203.90214420139,6.63286811525261,6.2731989439701,5.50283896256171,5.10987043045544,6.0286963473023,5.56907217788584,2.42974804701222,5.01449083107245,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
8841.35055477629,5.0371155146482,5.92359649614469,4.68479439508068,5.38517284490381,6.4542472338789,5.89059051285257,7.19644110183188,5.62575521476136,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
3944.88232153952,6.00515539021795,4.4045833349583,3.68592804425063,4.56452990500543,6.14506158718492,3.3044100783981,5.04794531228498,4.54049899829444,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
7807.78358734742,5.36662042054766,3.31033308058229,4.08827790094726,5.57587116364793,4.98034442072383,6.01590245833116,5.11679242087608,5.30219992167878,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4092.04068289921,4.23685858357128,6.37080617677599,6.52748084677079,5.25714847920174,6.49063798245211,4.37091368046149,5.71852019380058,6.32461815283156,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
6731.11882486913,4.35494462086327,8.27890227249592,4.50278945891286,4.15485899059886,6.27671140217082,4.50461271593941,5.2094931709444,7.45371446867466,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
8515.28327187601,5.24401785389282,5.36644186331071,5.23190692304732,3.87906590416354,4.62098398568966,4.52615541402161,5.04980745326574,5.42330524427995,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
4688.92114373055,4.66402742144336,5.54542441822705,6.0902580583075,6.28347124738757,7.06060168583672,4.85470607998322,4.95572389786399,4.73301263158852,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
4562.87923040453,4.60832402687015,2.55278286885227,4.20094469280792,3.99862226845959,5.6393589167253,3.2841617929205,6.1047565266754,3.42998123955482,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0
12437.4785754322,8.0842624442472,3.74030538220282,3.82666538719145,4.83350166676463,3.98452350874115,4.09989065812168,4.81212232264552,6.31299962820124,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5278.79360258487,5.16047423359476,5.75064676142249,3.70421125890356,6.46313074933729,4.11032384967443,4.10076263204186,5.04821934700319,4.89889763419343,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
5332.14294422864,4.90454946406654,4.70264876936817,5.45279774054862,5.45967751487656,5.00582352462681,3.77825794739166,5.47809653761088,4.46642640365206,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
9367.61258432692,5.11864546245787,6.37610473436399,5.01026288486144,6.46520710945035,6.39365758006874,6.64596625028869,4.38418767930328,6.29111958806202,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0
5547.74899126555,5.15276147070959,4.15696956894535,4.28238355816611,5.7144117703816,4.30276890759353,6.18354768051031,5.04096777832302,6.04657644594993,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5593.50949478533,4.53688143424693,6.00111563288745,7.08533375614082,3.82410317387687,3.30181472753704,3.28875611405539,4.65500476295445,4.89609277203805,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
5356.18515323499,2.78155845498898,5.12006354504059,4.28640623146322,5.03006377335793,7.37122137251346,5.13253341092325,5.58046375804465,6.19806332227961,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
5707.08092628544,4.29344311012524,4.31008033644219,3.55999524645853,3.37249624785514,5.62284485735853,4.82001566141156,4.36655027797506,2.53967948783836,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
7094.07965445215,4.80734943662982,4.25114488458891,4.59110402316574,4.86655493224235,3.71501854973275,4.60728642761169,4.47179671842392,5.66653818579316,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
6204.88045104154,6.9014165195482,3.6988019010679,4.62163996808707,4.73646225739293,5.54491700162265,4.82825467519019,4.56967661562575,6.39987896530655,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1
9235.007135248,5.9955884959053,4.47457054442988,5.47211441702985,5.47906296535777,5.71278496976834,4.91008366133383,4.9926025024738,6.22449268124732,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0
7876.08006886847,5.32806176126049,4.81759642697728,4.83066446324163,1.90228365087167,3.24916550190438,6.57268123979359,4.9864645574111,5.45766184007641,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
7596.14751039183,3.26776458804823,3.83263920694641,5.837450818481,4.03206107046085,5.96899192673567,5.94324789645125,4.02816959128065,4.14097821432655,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6503.74317645877,5.96635063100857,4.47599944680594,6.2231816474295,5.69675164169227,4.20304977747644,3.89314606819936,4.08191244343074,7.10848798527601,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
8445.60710192209,4.9544477258677,4.3369201453267,5.14319381407615,6.49824053706447,5.24247992946522,5.10779941115485,4.18644963193682,5.54051379997488,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
4636.10117477246,3.65415487770991,4.59509029231651,4.94839302903974,2.45133489594993,4.66074984817469,5.32018034249101,4.07658037242178,5.50170968602092,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0
4977.04606983321,4.63259428373664,4.66986981361111,4.61090147026892,4.97048845086578,5.22885486024237,5.15889581153239,5.35818575501481,4.92491917835211,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
10833.1589148847,5.14703870582809,5.18008454440763,5.98408369767689,4.53210096986133,5.5377208170558,5.11127307096413,4.5391324664385,4.63642259962269,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5133.04417835893,4.70354553869119,5.10348291907692,4.33926727656326,7.07693299473788,3.96316512162399,2.97479607810321,5.82795655482747,5.33675693233084,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
3898.45904977486,4.41759056447072,4.82724189903164,5.63528678668957,6.60325330229827,3.97832218137589,1.97673494645871,5.77344430215057,2.13774679266978,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1
3875.4072753877,5.3384866311612,4.44805214753747,4.55428873485759,4.62858867983727,4.81880943438481,3.29914860554349,5.36590115347827,4.80801317301175,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
4528.01697296113,2.88010375981011,5.65889168007708,6.27582201810096,4.40649814021187,5.14701174063236,5.30882613659441,5.53153973302118,5.65458366287456,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1
4553.03247798428,4.94723803287997,5.52992349147268,3.68552246796362,4.66692194021148,4.9656978291109,4.20686644322545,3.75679839691435,5.5295951608286,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
7113.85141618429,5.2123666191817,4.13655187207424,4.93986986421569,3.09944382295112,4.19484488601836,3.39385883260671,6.4543558041263,4.35510825728378,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
6357.063993214,5.65508117450049,5.05587585763705,5.06427976922167,5.63679046714725,5.37575244362602,5.18765088755279,4.91465293707205,3.93090456849673,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1
10733.7828914451,4.50347796454503,5.34783993972773,4.41258647476675,7.2364843432188,3.29790579839993,6.44511694748837,4.5081113643838,5.52988678574075,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1
11233.3058145843,6.29215211362307,3.87719951294935,4.42156306277786,7.01516184164717,6.73086178403353,4.69750224205394,5.41649887639783,5.26210237126828,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0
9924.73047404,4.99878215006931,4.5202927597847,4.50811886615732,7.47884463952272,5.80027040183998,5.08832133700361,6.05392924754411,5.23328447890774,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
9042.39483721952,4.30818877438641,5.61760797277282,3.39564917849992,5.36473871153894,3.07487546256362,5.87178973969786,5.54312299412544,5.26400401289676,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0
4759.28466122638,5.61232240618116,5.27301302839984,3.13840676900965,4.70341152806627,5.31206651661029,5.54823001798743,5.12922226256368,3.95224767221168,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1
8828.49529460394,6.16693026361334,6.76997157697298,3.46896355381025,5.86220872614308,5.76393017433011,4.97857418851036,3.58290533505393,3.77424429675681,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1
5918.796431393,5.25577382894204,5.47287924470018,4.90152558989057,6.75854014021471,3.93775058006968,5.68841777529477,2.79066736311027,5.54037821391247,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
5668.08108934596,4.41202679224182,5.99648315237337,5.6946270190715,6.04150022585698,5.26010839468375,3.61578066734653,4.98943878294752,5.71305951634833,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
8264.72505097637,5.07269172907485,4.09525536111962,6.78629470930492,7.97187435387906,5.62893409732078,6.01259127703213,4.55106670872934,4.8167578292535,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3619.3823616526,6.29067383485514,5.3899264409123,4.89929567761286,5.84451041314745,4.61634636133888,3.43845345139985,4.54014859347726,3.85445954110488,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
5305.19865222513,3.11277865783494,5.50648742272703,6.23602771890202,5.49935776750555,4.7702995798084,4.68712281653605,4.58281713136243,4.76612747778902,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
8513.44590238954,5.79444381311033,5.38045002770343,5.02663761213982,6.56578603453663,5.00801418371571,5.21592155596631,5.17171685497851,4.20540190648802,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
8085.23959866513,3.37149082475454,6.95137525790568,7.19953150281175,6.46329433852259,6.32760278035711,5.37568636768026,6.57397385179499,4.9003483485179,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1
5670.75032819918,4.12464467957823,6.71758968003283,4.58651616727432,4.71508799849616,4.33214018856079,2.76492147211708,4.76339334875219,4.09157934470165,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
6714.89747221775,5.57887866563784,4.06235323591117,4.81906825665367,5.09260286330003,4.39761732662166,4.74299536167866,5.06512649967604,4.55230668832528,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4501.35316206159,5.4406006975355,5.13577196094843,5.26707959061043,2.94274542704607,6.35328230987058,5.26407743333347,3.6490066398204,5.49754962876592,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0
7648.10594462424,4.70232600344235,4.88510547010678,4.52398442068472,3.38627465146074,4.57098021518878,5.08339911411464,3.73415476672714,5.70930811864543,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
9641.83496607322,6.00235627743095,4.70787347853453,5.19819851845569,3.03098751906139,4.06666633131783,4.41804531908783,5.10764271841007,4.66899330081768,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
5636.40584828498,4.46578832839217,3.73176318002854,4.24733916184581,5.61226651281624,3.71469448524205,5.79257220403005,3.29895551330041,5.58637227880432,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6525.48287020395,5.31372983710274,5.32717215614878,6.5535186757461,4.26775986799194,5.46492206951592,4.34049029803,4.47911297007945,5.0119959845436,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1
5680.51209786866,4.56979531332632,4.2620066649364,6.55092430942118,3.19905419069962,4.22061658781595,5.41762348148223,6.15444488121042,4.84442640796227,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
5340.5219073525,5.78045910680295,3.98053005785478,5.0843645662238,4.17282974717631,6.70663137047123,4.28776484006047,6.19973497263795,4.82474617289089,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7768.31535808937,4.41948288000875,5.60639725161941,6.27188780321357,3.9118680548796,4.81583759952798,4.52404837384559,5.38153465454708,5.83929532276119,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2936.87437868353,4.41083979891166,5.16663422578421,4.248045035923,4.69329076935876,3.95292341942983,3.19360263669616,4.32634351586176,5.45688130404525,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
6434.47753624016,6.50120669504206,5.81958207205541,4.72116198392899,6.76126179840118,4.01084717017485,3.79691573658144,4.51595012817715,5.54070196212855,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
3905.31362766398,3.60532506892865,5.06092407673544,5.00861407075882,6.14481319266333,5.23836955246926,4.6330411730012,4.24379718721766,4.67190002878944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8770.64769132037,3.26496554183178,5.71729039336427,6.21085242975919,5.17012886163639,4.91587491843197,6.33489919339583,5.81879545129629,3.68655070342687,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0
9632.83293253954,6.74828949771753,4.29500703200784,5.95611361251445,3.13217391431482,5.26114150974987,4.63277069658001,5.24153194752887,4.93742742086867,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1
11194.6239316095,4.51074492689865,4.4313868268964,5.43118926840255,6.00283632075401,4.87743319866891,6.78103328206396,4.82936522469185,6.92935354816913,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
4438.22953224534,5.46434510414775,4.01551377371346,3.70703208982672,4.13635936851611,5.29565074439312,5.31765652089845,4.67931568658535,5.24452114614558,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
8600.34482516499,5.70241377678268,4.90530323155364,5.51884205263879,4.98833031575723,5.15252679743336,6.56731461689333,6.09811716513148,3.82858091212489,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
2813.06952379225,4.30295531399114,4.66152995653551,4.21716548738449,5.71767929260538,5.34025659287073,5.46668792092073,4.93993681963844,5.49394794300114,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
5491.94579212653,4.84038103280468,5.14295599496493,4.68495075574897,6.81260813291274,4.42306710649793,5.51526232220684,5.86035963552542,5.17195102972709,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
4646.42584954434,4.4609588228653,3.24930348780307,4.42427482622216,4.15592883557506,4.32461619896002,5.1170495402475,5.03930890156152,3.83672665634737,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
9133.05122558991,3.55868292411668,3.41188058951857,6.54043444892284,6.7446059549854,4.78865992670265,6.28647451121135,4.59101308176788,6.17560730989856,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
5107.82247689443,4.62629932881316,5.67788117585335,5.88666044708724,5.34230974372417,4.63329839535507,4.54896619178537,4.15279321971999,4.56347373791243,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5275.86213284805,6.63633976047313,5.64931398878574,4.87039621460822,5.41140164017502,3.44536823302082,5.18037260757199,4.16093301079864,4.88135312848405,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0
8627.63128091008,4.26879512496711,3.20888952362107,4.30635193293345,4.23907083911231,3.67763477341164,7.02542361214974,4.70749072297935,5.4022349302704,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5481.67833572965,3.69015770635006,5.68434775086474,5.22750771283895,5.20120598406537,4.67168528752412,5.04819156820491,5.98598091972839,4.44639463796998,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
10280.0772921699,4.63085401524394,5.28879269037666,5.76487187316779,5.54289540707907,4.78578773905263,5.44853468639871,3.31640969078778,4.74698803983546,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
8584.98355433444,5.41965868035956,3.77556983983815,6.54658926196528,4.00527892820502,5.49135183182344,6.76768177625235,6.73427765569834,4.2258535861883,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6962.00399306608,4.49351501445715,3.37259973580273,5.93378748316717,4.50652799298663,3.60441461188682,5.99381292361649,5.7543833357964,5.27606964063281,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
5464.28502491862,6.72621089180037,2.725209930361,5.8814815261653,4.0568804009594,5.18695092372627,2.23010666832987,5.92887901294909,6.97525567957747,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1
9309.4180067721,4.2374171352927,4.418748425295,5.32741400134799,4.96926875966891,3.17729922882682,5.10371395515981,5.45610114172284,5.98592039931665,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0
4233.3144592296,4.63038442544444,4.83368731037922,4.08781305244473,4.56151033510598,6.55953081357351,5.53526388726499,4.60585460705626,3.9093602650443,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6063.61851579088,4.61634713864541,5.92830438587709,3.15801224374619,6.11695974243642,5.72036270266541,5.99707264157611,3.80886909726185,4.12944278720784,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0
7484.31856949951,5.10893500329602,5.241207767967,4.21918738541727,3.83477560956074,4.53824279653958,3.95063597126447,6.22283547843257,5.83402953165023,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0
2823.27527370407,5.00446715852539,6.12369328461166,4.49512791794401,5.58214265802079,5.01745047735897,2.58122699854286,2.81458444443846,4.06250592579933,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4664.36884067455,4.15296603597562,4.75025643692107,5.20246019138185,5.4267790039615,4.87724147752079,4.51756313368293,4.37974698315725,4.42090733222503,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1
7628.26984543346,5.22871257751269,4.70712968413013,6.39753493034195,4.4491733740568,5.43799263623091,5.4962077957914,5.58472268510755,5.88980031278701,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
8989.12993059169,6.56526205143431,4.89218945128422,5.2625534135022,3.15154330126699,4.38924307748784,6.62404998619526,5.57563618508313,6.95892833391088,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1
4786.26268937764,4.63398011590878,2.76546288988751,4.4070496972947,2.90620823039154,5.95773945615906,5.74769759694911,4.93065056243481,4.6424659739898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0
5599.67352666793,4.99624533663412,5.43337138013142,4.90305220105805,7.28685457406692,7.90586840236158,5.14779250923409,4.39496764341593,4.97825688569622,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
8406.5475849544,4.81119797848046,4.3564154865604,4.58678146773651,4.33797480685652,3.27887315474818,4.50153510810582,4.93257148232937,5.85182869774636,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
4844.38033040067,5.20136867247801,4.1247655694535,5.16455206311431,4.74628940980739,4.12077318192051,6.02375795871096,4.8937144661928,4.54617217382332,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
8964.39868339001,4.95472296471634,5.1884875603729,7.39341868838692,4.84913679283353,5.54561112190257,5.09406142280231,5.45940200363298,4.86683275217997,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0
4997.22796438148,2.93306185813711,4.28260894840044,5.74846751532752,5.83409555867007,4.49025591472349,3.84585159467854,6.18864257474684,5.2954053687489,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4489.03378763624,3.42311386245478,5.49735026685056,6.08156969800111,4.55670458448505,4.69020761185393,7.23806131748189,4.16934417640897,5.92966144582334,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
5764.25902783776,6.68822659869616,4.25332919673576,4.26932593755076,4.84580445545011,4.70472715969571,5.37846192246448,5.80372128383424,6.19230801723074,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4213.13007198399,3.43138619824913,5.56070462674536,6.12337982787679,5.29518797540904,2.49445266360235,5.17686880352577,7.03724913346806,3.83926065251609,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
7800.86289251342,5.62970253060246,5.31545803033176,4.39114602894421,4.21607923139873,4.3856265385661,4.23895964308401,4.49042577424163,5.78974795988626,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1
5875.3371274089,6.32977093795586,5.71507113073743,5.01329913892821,3.18126431616523,5.44030866478317,4.593428724869,6.35765512128786,4.02702880176221,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
8479.31292402957,4.35923244176401,6.1195034771619,5.27038077983397,4.94462144618685,5.86180174225163,4.13527935296814,4.59508233344425,6.31256007533196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
